unique_id,indicator_id,name,measure,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value,measure_unit,year,indicator_name,location,season
817268,645,Annual vehicle miles traveled (trucks),Million miles,CD,210.0,Throgs Neck and Co-op City (CD10),2019,2019-01-01,7.5,per square mile,2019,Annual vehicle miles traveled (trucks),Throgs Neck and Co-op City (CD10),
817267,645,Annual vehicle miles traveled (trucks),Million miles,CD,210.0,Throgs Neck and Co-op City (CD10),2010,2010-01-01,5.9,per square mile,2010,Annual vehicle miles traveled (trucks),Throgs Neck and Co-op City (CD10),
817327,645,Annual vehicle miles traveled (trucks),Million miles,CD,410.0,South Ozone Park and Howard Beach (CD10),2010,2010-01-01,1.6,per square mile,2010,Annual vehicle miles traveled (trucks),South Ozone Park and Howard Beach (CD10),
817331,645,Annual vehicle miles traveled (trucks),Million miles,CD,412.0,Jamaica and Hollis (CD12),2010,2010-01-01,1.3,per square mile,2010,Annual vehicle miles traveled (trucks),Jamaica and Hollis (CD12),
817240,645,Annual vehicle miles traveled (trucks),Million miles,CD,108.0,Upper East Side (CD8),2019,2019-01-01,7.8,per square mile,2019,Annual vehicle miles traveled (trucks),Upper East Side (CD8),
817244,645,Annual vehicle miles traveled (trucks),Million miles,CD,110.0,Central Harlem (CD10),2019,2019-01-01,3.5,per square mile,2019,Annual vehicle miles traveled (trucks),Central Harlem (CD10),
817181,645,Annual vehicle miles traveled (trucks),Million miles,UHF42,304.0,Upper West Side,2010,2010-01-01,6.6,per square mile,2010,Annual vehicle miles traveled (trucks),Upper West Side,
817160,645,Annual vehicle miles traveled (trucks),Million miles,UHF42,204.0,East New York,2019,2019-01-01,2.4,per square mile,2019,Annual vehicle miles traveled (trucks),East New York,
817159,645,Annual vehicle miles traveled (trucks),Million miles,UHF42,204.0,East New York,2010,2010-01-01,1.7,per square mile,2010,Annual vehicle miles traveled (trucks),East New York,
817146,645,Annual vehicle miles traveled (trucks),Million miles,UHF42,104.0,Pelham - Throgs Neck,2019,2019-01-01,5.3,per square mile,2019,Annual vehicle miles traveled (trucks),Pelham - Throgs Neck,
817238,645,Annual vehicle miles traveled (trucks),Million miles,CD,107.0,Upper West Side (CD7),2019,2019-01-01,9.1,per square mile,2019,Annual vehicle miles traveled (trucks),Upper West Side (CD7),
817261,645,Annual vehicle miles traveled (trucks),Million miles,CD,207.0,Kingsbridge Heights and Bedford (CD7),2010,2010-01-01,4.6,per square mile,2010,Annual vehicle miles traveled (trucks),Kingsbridge Heights and Bedford (CD7),
817322,645,Annual vehicle miles traveled (trucks),Million miles,CD,407.0,Flushing and Whitestone (CD7),2019,2019-01-01,3.2,per square mile,2019,Annual vehicle miles traveled (trucks),Flushing and Whitestone (CD7),
151751,645,Annual vehicle miles traveled (trucks),Million miles,UHF42,405.0,Ridgewood - Forest Hills,2005,2005-01-01,2.7,per square mile,2005,Annual vehicle miles traveled (trucks),Ridgewood - Forest Hills,
817147,645,Annual vehicle miles traveled (trucks),Million miles,UHF42,105.0,Crotona -Tremont,2010,2010-01-01,8.4,per square mile,2010,Annual vehicle miles traveled (trucks),Crotona -Tremont,
817148,645,Annual vehicle miles traveled (trucks),Million miles,UHF42,105.0,Crotona -Tremont,2019,2019-01-01,9.1,per square mile,2019,Annual vehicle miles traveled (trucks),Crotona -Tremont,
817186,645,Annual vehicle miles traveled (trucks),Million miles,UHF42,306.0,Chelsea - Clinton,2019,2019-01-01,9.1,per square mile,2019,Annual vehicle miles traveled (trucks),Chelsea - Clinton,
817155,645,Annual vehicle miles traveled (trucks),Million miles,UHF42,202.0,Downtown - Heights - Slope,2010,2010-01-01,5.7,per square mile,2010,Annual vehicle miles traveled (trucks),Downtown - Heights - Slope,
817206,645,Annual vehicle miles traveled (trucks),Million miles,UHF42,406.0,Fresh Meadows,2019,2019-01-01,5.4,per square mile,2019,Annual vehicle miles traveled (trucks),Fresh Meadows,
817156,645,Annual vehicle miles traveled (trucks),Million miles,UHF42,202.0,Downtown - Heights - Slope,2019,2019-01-01,6.9,per square mile,2019,Annual vehicle miles traveled (trucks),Downtown - Heights - Slope,
817257,645,Annual vehicle miles traveled (trucks),Million miles,CD,205.0,Fordham and University Heights (CD5),2010,2010-01-01,10.0,per square mile,2010,Annual vehicle miles traveled (trucks),Fordham and University Heights (CD5),
817258,645,Annual vehicle miles traveled (trucks),Million miles,CD,205.0,Fordham and University Heights (CD5),2019,2019-01-01,10.3,per square mile,2019,Annual vehicle miles traveled (trucks),Fordham and University Heights (CD5),
817317,645,Annual vehicle miles traveled (trucks),Million miles,CD,405.0,Ridgewood and Maspeth (CD5),2010,2010-01-01,1.7,per square mile,2010,Annual vehicle miles traveled (trucks),Ridgewood and Maspeth (CD5),
817303,645,Annual vehicle miles traveled (trucks),Million miles,CD,316.0,Brownsville (CD16),2010,2010-01-01,1.6,per square mile,2010,Annual vehicle miles traveled (trucks),Brownsville (CD16),
817142,645,Annual vehicle miles traveled (trucks),Million miles,UHF42,102.0,Northeast Bronx,2019,2019-01-01,3.9,per square mile,2019,Annual vehicle miles traveled (trucks),Northeast Bronx,
817141,645,Annual vehicle miles traveled (trucks),Million miles,UHF42,102.0,Northeast Bronx,2010,2010-01-01,3.3,per square mile,2010,Annual vehicle miles traveled (trucks),Northeast Bronx,
151742,645,Annual vehicle miles traveled (trucks),Million miles,UHF42,306.0,Chelsea - Clinton,2005,2005-01-01,9.1,per square mile,2005,Annual vehicle miles traveled (trucks),Chelsea - Clinton,
817285,645,Annual vehicle miles traveled (trucks),Million miles,CD,307.0,Sunset Park (CD7),2010,2010-01-01,4.9,per square mile,2010,Annual vehicle miles traveled (trucks),Sunset Park (CD7),
817335,645,Annual vehicle miles traveled (trucks),Million miles,CD,414.0,Rockaway and Broad Channel (CD14),2010,2010-01-01,0.3,per square mile,2010,Annual vehicle miles traveled (trucks),Rockaway and Broad Channel (CD14),
817336,645,Annual vehicle miles traveled (trucks),Million miles,CD,414.0,Rockaway and Broad Channel (CD14),2019,2019-01-01,0.6,per square mile,2019,Annual vehicle miles traveled (trucks),Rockaway and Broad Channel (CD14),
